rvbank_star_name,n_observations_rvbank,archive_hostname,planet_name,match_method,match_note,orbital_period_days,orbital_period_err_upper_days,orbital_period_err_lower_days,semi_major_axis_au,semi_major_axis_err_upper_au,semi_major_axis_err_lower_au,eccentricity,eccentricity_err_upper,eccentricity_err_lower,omega_argument_of_periastron_deg,omega_err_upper_deg,omega_err_lower_deg,rv_semi_amplitude_m_s,rv_semi_amplitude_err_upper_m_s,rv_semi_amplitude_err_lower_m_s,inclination_deg,inclination_err_upper_deg,inclination_err_lower_deg,time_of_periastron_days,transit_mid_time_days,planet_mass_mjup,planet_mass_err_upper_mjup,planet_mass_err_lower_mjup,planet_mass_provenance,planet_mass_mearth,planet_mass_err_upper_mearth,planet_radius_rearth,planet_radius_rjup,discoverymethod,disc_facility,disc_year,parameter_reference,supplemented_parameters,supplement_reference,controversial_flag,stellar_teff_k,stellar_mass_msun,stellar_radius_rsun,stellar_fe_h_dex,stellar_logg_cgs,v_magnitude,distance_pc,n_planets_in_system
HD107148,105,HD 107148,HD 107148 b,direct,,48.056,0.057,-0.057,0.269,0.016,-0.016,0.05,0.17,-0.17,75,,,10.9,2,-2,,,,2439969,2456091.9,0.21,0.036,-0.036,Msini,66.741,11.441,9.6,0.856,Radial Velocity,W. M. Keck Observatory,2005,Butler et al. 2006,,,0,5797,1.12,1.169193,0.314,4.446,8.01,49.4156,2
HD107148,105,HD 107148,HD 107148 c,direct,,18.3267,0.0022,-0.0024,0.1407,0.0018,-0.0019,0.34,0.13,-0.16,-44.6907,38.3882,-24.0642,4.84,0.85,-0.81,,,,,2455203.4,0.0626,0.0097,-0.0098,Msini,19.89605828,3.08293555,4.7,0.42,Radial Velocity,Multiple Observatories,2021,Rosenthal et al. 2021,,,0,5752.92,1.105215,1.169193,0.2964,4.345025,8.01,49.4156,2
GJ9156,104,HD 28471,HD 28471 b,simbad,,3.1649,0.0002,-0.0003,0.042,0.001,-0.001,0.195,0.061,-0.073,152,23,-26,1.679,0.18,-0.197,,,,,2452945.806,0.01170443,0.00125854,-0.00135293,Msini,3.72,0.4,1.75,0.156,Radial Velocity,La Silla Observatory,2025,Stevenson et al. 2025,,,0,5766,0.98,1.08,-0.04,4.38,7.89,43.6455,3
GJ9156,104,HD 28471,HD 28471 c,simbad,,6.1245,0.0856,-0.0009,0.065,0.001,-0.001,0.088,0.058,-0.054,76,222,-46,2.045,0.19,-0.257,,,,,2452945.806,0.01799713,0.00179342,-0.00226537,Msini,5.72,0.57,2.26,0.201,Radial Velocity,La Silla Observatory,2025,Stevenson et al. 2025,,,0,5766,0.98,1.08,-0.04,4.38,7.89,43.6455,3
GJ9156,104,HD 28471,HD 28471 d,simbad,,11.681,0.0042,-0.0055,0.1,0.002,-0.002,0.093,0.064,-0.058,96,204,-62,1.411,0.233,-0.218,,,,,2452945.806,0.01544859,0.00258001,-0.00242269,Msini,4.91,0.82,2.06,0.184,Radial Velocity,La Silla Observatory,2025,Stevenson et al. 2025,,,0,5766,0.98,1.08,-0.04,4.38,7.89,43.6455,3
HD457,103,HD 457,HD 457 b,direct,,20324.58153,11483.95545,-7039.20037,15.369,5.561,-3.797,0.565,0.195,-0.245,240.318,23.556,-13.987,191.439,86.102,-72.77,62.585,39.544,-14.309,2444966.634,,26.572,18.728,-11.952,Mass,8445.336431,5952.290406,11.9,1.07,Radial Velocity,Multiple Observatories,2022,Feng et al. 2022,,,0,6114.04,1.15,1.28194,0.34,4.28303,7.72,55.0375,1
BD-141137,102,TOI-421,TOI-421 b,simbad,,5.197576,5e-06,-5e-06,0.0554,0.001,-0.001,0.13,0.05,-0.05,140,30,-30,2.83,0.18,-0.18,85.68,0.36,-0.46,,2459189.734,0.02108056,0.00188781,-0.00188781,Mass,6.7,0.6,2.64,0.23552543,Transit,Transiting Exoplanet Survey Satellite (TESS),2020,Carleo et al. 2020,,,0,5291,0.833,0.866,-0.044,4.48,9.931,74.7969,2
BD-141137,102,TOI-421,TOI-421 c,simbad,,16.067541,4e-06,-4e-06,0.117,0.0018,-0.0018,0.19,0.04,-0.04,102,14,-14,4.1,0.3,-0.3,88.353,0.078,-0.084,,2459195.307,0.04436356,0.00440489,-0.00440489,Mass,14.1,1.4,5.09,0.45410017,Transit,Transiting Exoplanet Survey Satellite (TESS),2020,Carleo et al. 2020,,,0,5291,0.833,0.866,-0.044,4.48,9.931,74.7969,2
HD190622,101,TOI-1054,TOI-1054.01,simbad,,15.5077855,0.0002372,-0.0002372,,,,,,,,,,,,,,,,,2460122.7,0.0205,,,M-R relationship,6.5,,2.43432,0.21717586,Transit,Transiting Exoplanet Survey Satellite (TESS),2021,Giacalone et al. 2021,,,0,6122,1.14,1.17,,4.30881,8.95,88.4343,1
WASP-107,101,WASP-107,WASP-107 b,direct,,5.7214875,3e-07,-3e-07,0.055,0.001,-0.001,0.052,,,79.3,2.5,-2.7,15.38,0.46,-0.45,89.57,0.03,-0.03,2457584.33,2457584.33,0.1039,0.0039,-0.0041,Mass,33.02237149,1.23953079,10.48039695,0.935,Transit,SuperWASP-South,2017,Anderson et al. 2017,,,0,4425,0.683,0.657,0.02,4.633,11.592,64.7414,2
WASP-107,101,WASP-107,WASP-107 c,direct,,1091,15,-13,,,,0.315,0.075,-0.08,-120,30,-20,9.5,0.9,-1,,,,2458520,2458543,0.35,0.04,-0.04,Msini,111.2399425,12.71313628,13,1.16,Radial Velocity,Multiple Observatories,2020,Piaulet et al. 2021,,,0,4425,0.683,0.657,0.02,4.633,11.592,64.7414,2
HD33142,100,HD 33142,HD 33142 c,direct,,810.2,3.8,-4.2,1.955,0.016,-0.012,0.081,0.055,-0.047,52,71,-57,14.7,0.9,-0.9,,,,2455664,,0.89,0.06,-0.05,Msini,282.8672822,19.06970442,13.9,1.24,Radial Velocity,W. M. Keck Observatory,2016,Bryan et al. 2016,,,0,5025.4,1.52,4.17,0.06,3.375,7.96,121.375,3
HD33142,100,HD 33142,HD 33142 b,direct,,330,0.4,-0.4,1.074,0.007,-0.007,0.049,0.032,-0.03,129,46,-38,28.1,1.1,-1.1,,,,2455329,,1.26,0.05,-0.05,Msini,400.4637928,15.89142035,13.7,1.22,Radial Velocity,W. M. Keck Observatory,2011,Johnson et al. 2011,,,0,5025.4,1.52,4.17,0.06,3.375,7.96,121.375,3
HD33142,100,HD 33142,HD 33142 d,direct,,89.9,0.1,-0.1,0.452,0.003,-0.003,0.191,0.14,-0.128,231,40,-29,7.1,0.8,-0.9,,,,,,0.2,0.02,-0.03,Msini,63.5656814,6.35656814,9.32,0.832,Radial Velocity,Multiple Observatories,2022,Trifonov et al. 2022,,,0,5025.4,1.52,4.17,0.06,3.375,7.96,121.375,3
HD42936,100,DMPP-3 A,DMPP-3 A b,direct,,5.59,0.169,-0.002,0.05958,0.00119,-0.00043,0.42,0.17,-0.17,112,28,-30,1.17,0.27,-0.27,,,,2457432.1,,0.00840076,0.00157318,-0.00176196,Msini,2.67,0.5,1.44,0.129,Radial Velocity,La Silla Observatory,2019,Barnes et al. 2020,,,0,5138,0.9,0.91,0.18,4.46049,9.1,46.8917,1
WASP-8,100,WASP-8,WASP-8 c,direct,,4323,740,-380,5.28,0.63,-0.34,0,0,0,90,0,0,115,18,-9.2,,,,2452613,,9.45,2.26,-1.04,Msini,3003.37,718.27,12.5,1.12,Radial Velocity,SuperWASP,2013,Knutson et al. 2014,,,0,5690,1.04,0.96,0.17,4.5,9.789,89.9606,2
WASP-8,100,WASP-8,WASP-8 b,direct,,8.15872,1.5e-05,-1.5e-05,0.0801,0.0015,-0.0015,0.31,0,0,274.215,0.084,-0.082,222.2,0.7,-0.7,88.55,0.16,-0.16,2454679.334,2458301.809,2.54,0.33,-0.33,Mass,807.2882,104.8839,12.66617,1.13,Transit,SuperWASP,2010,Queloz et al. 2010,,,0,5600,1.34,1.03,0.17,4.5,9.789,89.9606,2
CD-611276,99,TOI-220,TOI-220 b,simbad,,10.695264,8.6e-05,-8.6e-05,0.08911,0.001,-0.001,0.032,0.038,-0.023,248,66,-190,4.56,0.32,-0.32,87.88,0.12,-0.12,,2458335.902,0.04341966,0.00314635,-0.00314635,Mass,13.8,1,3.03,0.27031896,Transit,Transiting Exoplanet Survey Satellite (TESS),2021,Hoyer et al. 2021,,,0,5298,0.825,0.858,-0.217,4.37,10.466,90.7402,1
GJ1044,99,BD-210397,BD-210397 c,simbad,,6240,151,-156,5.9,0.1,-0.1,0.43,0.05,-0.05,174,9,-9,34,12,-3,33,5,-4,2460193,,4.8,0.6,-0.6,Mass,1525.576354,190.6970442,12.9,1.15,Radial Velocity,La Silla Observatory,2023,Frensch et al. 2023,,,0,4051,0.69,0.747,0.12,4.67,9.84,23.7324,2
GJ1044,99,BD-210397,BD-210397 b,simbad,,1891,56,-48,2.63,0.06,-0.05,0.1,0.1,-0.1,-55,39,-61,14,2,-2,,,,2456490,,0.7,0.1,-0.1,Msini,214,31,14,1.25,Radial Velocity,La Silla Observatory,2023,Frensch et al. 2023,,,0,4051,0.679,0.747,0.12,4.67,9.84,23.7324,2
HD135625,99,HD 135625,HD 135625 b,direct,,4055,45,-44,5.4,0.1,-0.1,0.16,0.04,-0.03,89,12,-12,,,,93,39,-43,2455946,,2.3,0.8,-0.3,Mass,731.0053361,254.2627256,13.3,1.19,Radial Velocity,La Silla Observatory,2023,Philipot et al. 2023,,,0,6040.64,1.28,1.35743,0.12,4.22185,7.72,56.518,1
HD145377,99,HD 145377,HD 145377 b,direct,,103.95,0.13,-0.13,0.45,0.01,-0.01,0.31,0.02,-0.02,138.1,2.8,-2.8,242.7,4.6,-4.6,,,,2454635.4,,6.02,0.48,-0.48,Msini,1913.3366,152.5584,12.8,1.14,Radial Velocity,La Silla Observatory,2008,Moutou et al. 2009,,,0,6014,1.2,1.05,0.11,4.47,9.236,53.4884,1
HD205739,99,HD 205739,HD 205739 b,direct,,279.8,0.1,-0.1,0.896,0.019,-0.015,0.27,0.07,-0.07,301,8,-8,42,3,-3,,,,2453390.7,,1.37,0.07,-0.09,Msini,435.41,22.25,13.6,1.21,Radial Velocity,Las Campanas Observatory,2008,Lopez-Morales et al. 2008,,,0,6176,1.22,1.33,0.19,4.29,8.56,92.5087,1
HD27894,99,HD 27894,HD 27894 d,direct,,5019.54244,32.59359,-31.12557,5.362,0.206,-0.223,0.343,0.031,-0.026,334.378,4.024,-3.713,92.016,1.687,-1.627,101.524,14.742,-31.503,2447991.499,,6.493,0.987,-0.353,Mass,2063.659847,313.6966377,12.7,1.13,Radial Velocity,La Silla Observatory,2017,Trifonov et al. 2017,,,0,4875,0.81,0.891767,0.3,4.22,9.36,43.8214,3
HD27894,99,HD 27894,HD 27894 b,direct,,18.01939,0.00024,-0.00027,0.125,0.005,-0.005,0.047,0.012,-0.011,156.983,10.739,-15.134,55.265,0.83,-0.644,89,37,-39,2452934.108,,0.619,0.05,-0.05,Msini,196.7357839,15.89142035,14.1,1.26,Radial Velocity,La Silla Observatory,2005,Moutou et al. 2005,,,0,4875,0.81,0.891767,0.3,4.22,9.36,43.8214,3
HD27894,99,HD 27894,HD 27894 c,direct,,36.07,0.26,-0.09,0.198,0.001,-0.001,0.015,0.02,-0.002,44.2,11,-7.5,11.57,0.79,-2.89,,,,,,0.162,0.011,-0.04,Msini,51.48846,3.49613,8.24,0.735,Radial Velocity,La Silla Observatory,2017,Trifonov et al. 2017,,,0,4875,0.8,0.891767,0.3,4.22,9.36,43.8214,3
WASP-41,99,WASP-41,WASP-41 c,direct,,421,2,-2,1.07,0.03,-0.03,0.294,0.024,-0.024,353,6,-6,94,3,-3,,,,,,3.18,0.2,-0.2,Msini,1010.6994,63.566,13.1,1.17,Radial Velocity,La Silla Observatory,2015,Neveu-VanMalle et al. 2015,,,0,5545,0.93,0.87,0.06,4.53,11.632,163.371,2
WASP-41,99,WASP-41,WASP-41 b,direct,,3.0524,1e-06,-1e-06,0.04022,0.00044,-0.00044,0,,,,,,138,2,-2,89.4,0.3,-0.3,,2457077.229,0.85,0.11,-0.11,Mass,270.1555,34.9613,12.3299,1.1,Transit,SuperWASP,2011,Maxted et al. 2011,,,0,5545,0.81,0.83,0.06,4.53,11.632,163.371,2
WASP-6,99,WASP-6,WASP-6 b,direct,,3.3610026,6.1e-07,-6.3e-06,0.04217,0.00079,-0.0012,0.054,0.018,-0.015,1.7,0.12,-0.23,69.6,2.6,-2.7,89,0.59,-0.41,,2454596.433,0.467,0.024,-0.023,Mass,148.4258661,7.62788177,12.5428494,1.119,Transit,SuperWASP,2009,Gillon et al. 2009,,,0,5438,0.854,0.79,-0.15,4.565,11.907,197.119,1
HD103891,98,HD 103891,HD 103891 b,direct,,1919,14,-15,3.27,0.02,-0.01,0.31,0.03,-0.03,181.49,8.05,-8.17,21.12,0.87,-0.84,27.4,13,-7.1,2455245,,2.89,0.94,-0.84,Mass,918.5240962,298.7587026,13.2,1.18,Radial Velocity,La Silla Observatory,2022,Sreenivas et al. 2022,,,0,6072,1.28,2.22,-0.19,3.79,6.59451,55.5213,1
HD89839,98,HD 89839,HD 89839 b,direct,,3391.2,26.1,-24.6,4.713,0.045,-0.045,0.185,0.014,-0.014,158,4.6,-4.6,45.65,0.63,-0.6,49.5,14,-8.3,2449842.2,,5.5,0.63,-0.48,Mass,1748.056239,200.2318964,12.8,1.14,Radial Velocity,Multiple Facilities,2023,Xiao et al. 2023,,,0,6314,1.21,1.28588,0.04,4.49,7.64,57.3063,1
HD197481,96,AU Mic,AU Mic b,direct,,8.463446,5e-06,-5e-06,0.07,0.006,-0.007,0.07,0.09,-0.04,-52,43,-92.8,3.8,1.093,-1.095,88.39,0.2,-0.23,2458322.77,2458330.351,0.0282857,0.00821198,-0.00840076,Mass,8.99,2.61,4.79,0.42733591,Transit,Transiting Exoplanet Survey Satellite (TESS),2020,Plavchan et al. 2020,,,0,3540,0.635,0.862,0.01,4.37,8.81,9.7221,4
HD197481,96,AU Mic,AU Mic c,direct,,18.859023,2.2e-05,-2.4e-05,0.119,0.011,-0.011,0.18,0.08,-0.07,72.8,60.7,-49,4.696,1.031,-1.054,89.46,0.43,-0.38,2458324,2458342.223,0.04549625,0.01019418,-0.01076052,Mass,14.46,3.24,2.79,0.24890756,Transit,Transiting Exoplanet Survey Satellite (TESS),2021,Martioli et al. 2021,,,0,3540,0.635,0.862,0.01,4.37,8.81,9.7221,4
HD197481,96,AU Mic,AU Mic e,direct,,33.11,0.06,-0.06,,,,,,,,,,5.9,1.5,-1.2,,,,,2459118.5,0.06638802,0.0169903,-0.01352931,Mass,21.1,5.4,4.87,0.434,Radial Velocity,Mauna Kea Observatory,2025,Donati et al. 2025,,,1,3665,0.6,0.82,0.12,4.52,8.81,9.7221,4
HD197481,96,AU Mic,AU Mic d,direct,,12.73596,0.00793,-0.00793,,,,0.00305,0.00104,-0.00104,160.7894,2.5995,-2.5995,,,,89.31812,1.158,-1.158,,,0.00331,0.00161,-0.00161,Mass,1.053,0.511,1.02,0.0912,Transit Timing Variations,Multiple Observatories,2023,Wittrock et al. 2023,,,0,3678,0.51,0.744,0.23,4.404,8.81,9.7221,4
HD204941,96,HD 204941,HD 204941 b,direct,,1733,74,-74,2.55,0.08,-0.08,0.37,0.08,-0.08,-132,18,-18,5.9,0.7,-0.7,,,,2456015,,0.23,0.03,-0.03,Msini,73.1009,9.5349,10.1,0.903,Radial Velocity,La Silla Observatory,2011,Dumusque et al. 2011,,,0,5026,0.58,0.78,-0.19,4.42,8.45,28.7165,1
GJ496.1,95,HD 113538,HD 113538 c,simbad,,1818,25,-22,2.44,0.07,-0.07,0.2,0.04,-0.04,280,16,-16,22.6,0.8,-0.8,,,,2456741,,0.93,0.06,-0.06,Msini,295.57,19.07,13.8,1.24,Radial Velocity,La Silla Observatory,2010,Moutou et al. 2011,,,0,4462,0.585,0.53,-0.24,3.79,9.05,16.2817,2
GJ496.1,95,HD 113538,HD 113538 b,simbad,,663.2,8.4,-7.4,1.24,0.04,-0.04,0.14,0.08,-0.08,74,37,-29,12.2,1.1,-1.1,,,,2455500,,0.36,0.04,-0.04,Msini,114.41,12.71,13.2,1.18,Radial Velocity,La Silla Observatory,2010,Moutou et al. 2011,,,0,4462,0.585,0.53,-0.24,3.79,9.05,16.2817,2
HD137388,95,HD 137388,HD 137388 b,direct,,330,3,-3,0.89,0.02,-0.02,0.36,0.12,-0.12,86,23,-35,7.9,0.9,-0.9,,,,2455209,,0.2,0.02,-0.02,Msini,63.566,6.3566,9.32,0.832,Radial Velocity,La Silla Observatory,2011,Dumusque et al. 2011,,,0,5181,0.68,0.88,0.19,4.39,8.71,40.4841,1
HD42618,95,HD 42618,HD 42618 b,direct,,149.61,0.37,-0.34,0.554,0.011,-0.011,0.19,0.15,-0.12,101,69,-39,1.89,0.29,-0.28,,,,,2455170.6,0.04530724,0.00786584,-0.00755121,Msini,14.4,2.5,3.89,0.347,Radial Velocity,Multiple Observatories,2016,Fulton et al. 2016,,,0,5727,1.015,0.999,-0.09,4.44,6.87,24.3358,1
TYC8378-64-1,95,KELT-10,KELT-10 b,simbad,,4.1662739,6.3e-06,-6.3e-06,0.0525,0.00086,-0.00097,,,,,,,80,3.4,-3.5,88.61,0.86,-0.74,,2457066.72,0.679,0.039,-0.038,Mass,215.80657,12.39537,15.681391,1.399,Transit,KELT-South,2016,Kuhn et al. 2016,,,0,5948,1.112,1.209,0.09,4.319,10.617,188.404,1
HD219828,94,HD 219828,HD 219828 b,direct,,3.83483,7e-05,-7e-05,0.049,0.002,-0.002,0.091,0.021,-0.025,242.755,19.914,-20.633,7.582,0.239,-0.206,,,,2453506.323,,0.06,0.005,-0.005,Msini,19.06970442,1.58914204,4.59,0.409,Radial Velocity,La Silla Observatory,2007,Melo et al. 2007,,,0,5891,1.04,1.56,0.19,4.17,8.04,73.114,2
HD219828,94,HD 219828,HD 219828 c,direct,,4789.87297,90.67081,-80.73006,5.657,0.228,-0.242,0.811,0.004,-0.004,145.683,0.309,-0.311,268.248,5.689,-5.479,122.816,11.012,-69.974,2449391.191,,16.054,3.52,-1.27,Mass,5102.417246,1118.755993,12.2,1.09,Radial Velocity,Multiple Facilities,2016,Santos et al. 2016,,,0,5891,1.04,1.56,0.19,4.17,8.04,73.114,2
HD99492,94,HD 99492,HD 99492 c,direct,,95.233,0.098,-0.096,,,,0.063,0.06,-0.04,137.5,107.7,-62.9,2.79,0.22,-0.21,,,,,,0.0563197,0.00409026,-0.00409026,Msini,17.9,1.3,4.42,0.394,Radial Velocity,Roque de los Muchachos Observatory,2023,Stalport et al. 2023,,,0,4929,0.85,0.822539,0.3,4.57,7.56727,18.2038,2
HD99492,94,HD 99492,HD 99492 b,direct,,17.0503,0.0016,-0.0016,0.12,0,0,0.034,0.025,-0.021,154.3,48.6,-48,7.05,0.18,-0.18,,,,2450468.7,2454297.94,0.08023197,0.00188781,-0.00188781,Msini,25.5,0.6,5.44,0.486,Radial Velocity,W. M. Keck Observatory,2004,Marcy et al. 2005,,,0,4929,0.85,0.822539,0.3,4.57,7.56727,18.2038,2
HD147513,93,HD 147513,HD 147513 b,direct,,528.4,6.3,-6.3,1.32,,,0.26,0.05,-0.05,282,9,-9,29.3,1.8,-1.8,,,,2451123,,1.21,,,Msini,385,,13.7,1.22,Radial Velocity,La Silla Observatory,2003,Mayor et al. 2004,,,1,5883,1.11,0.98,0.06,4.51,5.37,12.9032,1
HD171028,93,HD 171028,HD 171028 b,direct,,550,3,-3,1.32,0.03,-0.03,0.59,0.01,-0.01,304,1,-1,60.6,1,-1,,,,2454187,,2.62,0.16,-0.16,Msini,832.7146,50.8528,13.2,1.18,Radial Velocity,La Silla Observatory,2007,Santos et al. 2007,,,0,5671,1.53,2.47,-0.48,3.84,8.292,111.659,1
TOI-431,93,TOI-431,TOI-431 b,direct,,0.490047,1e-05,-7e-06,0.0113,0.0002,-0.0003,0,,,0,,,2.88,0.3,-0.3,84.3,1.1,-1.3,,2458627.538,0.0096593,0.00110122,-0.00110122,Mass,3.07,0.35,1.28,0.11419415,Transit,Transiting Exoplanet Survey Satellite (TESS),2021,Osborn et al. 2021,,,0,4850,0.78,0.731,0.2,4.6,9.12,32.5686,3
TOI-431,93,TOI-431,TOI-431 c,direct,,4.8494,0.0003,-0.0002,0.052,0.001,-0.001,0,,,0,,,1.23,0.17,-0.14,86.35,0.04,-0.09,,2458625.9,0.00890418,0.00129,-0.00106976,Msini,2.83,0.41,1.49,0.133,Radial Velocity,La Silla Observatory,2021,Osborn et al. 2021,,,0,4850,0.78,0.731,0.2,4.6,9.12,32.5686,3
TOI-431,93,TOI-431,TOI-431 d,direct,,12.46103,2e-05,-2e-05,0.098,0.002,-0.002,0,,,0,,,3.16,0.46,-0.46,89.7,0.2,-0.2,,2458627.545,0.03114888,0.00481392,-0.00468806,Mass,9.9,1.53,3.29,0.29351465,Transit,Transiting Exoplanet Survey Satellite (TESS),2021,Osborn et al. 2021,,,0,4850,0.78,0.731,0.2,4.6,9.12,32.5686,3
HD111232,91,HD 111232,HD 111232 b,direct,,1169.13202,0.6138,-0.39663,2.148,0.088,-0.097,0.214,0.005,-0.003,94.142,0.92,-0.719,160.429,0.573,-0.509,93.521,16.622,-18.063,2452361.045,,7.965,1.128,-0.479,Mass,2531.503262,358.5104431,12.6,1.12,Radial Velocity,La Silla Observatory,2003,Mayor et al. 2004,,,0,5512,0.96,0.9,-0.36,4.45,7.59,28.9571,2
HD111232,91,HD 111232,HD 111232 c,direct,,26472.44623,5155.42268,-4507.69327,17.25,2.158,-2.151,0.558,0.027,-0.028,34.27,13.751,-11.099,150.605,16.244,-8.184,87.902,13.916,-22.591,2432870.175,,18.063,4.209,-1.612,Mass,5740.934516,1337.739765,12.2,1.08,Radial Velocity,Multiple Observatories,2022,Feng et al. 2022,,,0,5512,0.96,0.9,-0.36,4.45,7.59,28.9571,2
GJ3769,90,HD 114783,HD 114783 b,simbad,,493.7,1.8,-1.8,1.16,0.019,-0.019,0.144,0.032,-0.032,86,11,-11,31.9,0.9,-0.9,110,52,-52,2453806,2455283.8,1.1,0.06,-0.06,Msini,349.6,19.07,13.7,1.23,Radial Velocity,W. M. Keck Observatory,2001,Vogt et al. 2002,,,0,5135,0.853,0.840622,0.21,4.525599,7.56,21.0628,2
GJ3769,90,HD 114783,HD 114783 c,simbad,,4352,88,-76,5,0.1,-0.1,0.05,0.04,-0.03,153,46,-48,9.11,0.56,-0.58,159,4,-6,2455618,2454959,1.9,0.5,-0.4,Mass,603.8739733,158.9142035,13.4,1.2,Radial Velocity,W. M. Keck Observatory,2016,Bryan et al. 2016,,,0,5135,0.9,0.840622,0.21,4.525599,7.56,21.0628,2
GJ9224,90,TOI-500,TOI-500 b,simbad,,0.548177,1.9e-05,-1.9e-05,0.01189,0.00041,-0.0004,0.063,0.073,-0.044,228.5,72.9,-160.6,1.35,0.17,-0.17,82.09,2.53,-1.31,,2458468.391,0.00446782,0.00056634,-0.00056634,Mass,1.42,0.18,1.166,0.10402373,Transit,Transiting Exoplanet Survey Satellite (TESS),2022,Giacalone et al. 2022,,,0,4440,0.74,0.678,0.12,4.618,10.54,47.3924,4
GJ9224,90,TOI-500,TOI-500 c,simbad,,6.6356,0.004,-0.004,,,,0.072,0.074,-0.05,228,100,-197,2.1,0.17,-0.17,,,,,2458561.96,0.01582615,0.00129,-0.00129,Msini,5.03,0.41,2.09,0.187,Radial Velocity,La Silla Observatory,2022,Serrano et al. 2022,,,0,4440,0.74,0.678,0.12,4.618,10.54,47.3924,4
GJ9224,90,TOI-500,TOI-500 d,simbad,,26.233,0.02,-0.02,,,,0.016,0.017,-0.011,189.6,92.3,-92.3,8.72,0.19,-0.19,,,,,2458587.22,0.10420717,0.00276879,-0.00276879,Msini,33.12,0.88,6.35,0.567,Radial Velocity,La Silla Observatory,2022,Serrano et al. 2022,,,0,4440,0.74,0.678,0.12,4.618,10.54,47.3924,4
GJ9224,90,TOI-500,TOI-500 e,simbad,,61.3,0.28,-0.28,,,,0.073,0.068,-0.051,103.7,228.2,-80.7,3,0.22,-0.22,,,,,2458865.82,0.0473526,0.00352391,-0.00349245,Msini,15.05,1.12,3.99,0.356,Radial Velocity,La Silla Observatory,2022,Serrano et al. 2022,,,0,4440,0.74,0.678,0.12,4.618,10.54,47.3924,4
HD62364,90,HD 62364,HD 62364 c,direct,,74839.94555,8275.85573,-6864.79047,36.984,2.957,-2.793,0.773,0.009,-0.009,82.007,5.192,-4.52,104.77,0.734,-1.47,38.789,4.169,-3.601,2452911.335,,24.93,2.681,-2.922,Mass,7923.462187,852.0979592,12,1.07,Radial Velocity,Multiple Observatories,2022,Feng et al. 2022,,,1,6255,1.19,1.401,-0.11,4.14,7.32,53.112,2
HD62364,90,HD 62364,HD 62364 b,direct,,5138,24,-22,6.15,0.04,-0.03,0.607,0.005,-0.005,1.2,0.8,-0.8,170,2,-2,137.3,1.5,-1.6,2457575,,18.77,0.66,-0.63,Mass,5965.639199,209.7667486,12.1,1.08,Radial Velocity,Multiple Observatories,2022,Feng et al. 2022,,,0,6255,1.157,1.401,-0.11,4.14,7.32,53.112,2
TOI-1062,90,TOI-1062,TOI-1062 b,direct,,4.11296,0.0015,-0.0015,0.052,0.024,-0.025,0.177,0.067,-0.064,117,27,-19,4.27,0.31,-0.33,85.913,0.062,-0.041,,2459082.59,0.03193547,0.00254855,-0.00264294,Mass,10.15,0.81,2.265,0.20207011,Transit,Transiting Exoplanet Survey Satellite (TESS),2021,Otegi et al. 2021,,,0,5328,0.94,0.84,0.14,4.55,10.249,82.1733,2
TOI-1062,90,TOI-1062,TOI-1062 c,direct,,7.972,0.018,-0.024,0.08,0.013,-0.012,0.14,0.073,-0.069,159,16,-35,4.05,0.46,-0.41,,,,,,0.03077132,0.0039644,-0.0037127,Msini,9.78,1.26,3.1,0.276,Radial Velocity,La Silla Observatory,2021,Otegi et al. 2021,,,0,5328,0.94,0.84,0.14,4.55,10.249,82.1733,2
WASP-19,90,WASP-19,WASP-19 b,direct,,0.78883852,7.5e-07,-8.2e-07,0.01652,0.0005,-0.00056,0.0126,0.014,-0.0089,51,89,-190,255.4,6.1,-6.2,79.08,0.34,-0.37,2455721.551,2456402.713,1.154,0.078,-0.08,Mass,366.7739817,24.79061575,15.86070769,1.415,Transit,SuperWASP,2009,Hebb et al. 2010,,,0,5616,0.965,1.006,0.04,4.417,12.248,268.325,1
GJ9201,89,LHS 1815,LHS 1815 b,simbad,,3.814334,8.4e-05,-8.4e-05,0.0404,0.0094,-0.0094,0,,,90,,,1.02,0.41,-0.39,88.125,1.113,-1.113,,2458327.416,0.00497124,0.00201367,-0.00188781,Mass,1.58,0.64,1.088,0.09706503,Transit,Transiting Exoplanet Survey Satellite (TESS),2020,Gan et al. 2020,,,0,3643,0.502,0.501,-0.12,4.77,12.167,29.8424,1
HD5388,89,HD 5388,HD 5388 b,direct,,772.5,1,-1,1.757,0.001,-0.001,0.41,0.02,-0.02,325.9,2.8,-2.7,42.7,1.4,-1.3,38.7,10.2,-6.8,2458432,,3.2,0.3,-0.2,Mass,1017.050902,95.3485221,13.1,1.17,Radial Velocity,La Silla Observatory,2010,Santos et al. 2010,,,1,6297,1.21,1.91,-0.27,4.28,6.73,53.0661,1
HD104067,88,HD 104067,HD 104067 c,direct,,13.8992,0.0047,-0.0037,0.1058,0.0013,-0.0013,0.29,0.12,-0.13,37,33,-32,4.25,0.62,-0.63,,,,2455191.6,2455192.9,0.04153184,0.00597807,-0.00597807,Msini,13.2,1.9,3.69,0.33,Radial Velocity,Multiple Observatories,2024,Kane et al. 2024,,,0,4952,0.82,0.78,0.11,4.56,7.92,20.3632,2
